Date,Tourist
4/1/2000,134.3627013
7/1/2000,145.3610392
10/1/2000,150.513124
1/1/2001,160.2282407
4/1/2001,133.1343279
7/1/2001,153.773094
10/1/2001,181.4068405
1/1/2002,169.0469312
4/1/2002,114.2086238
7/1/2002,130.3304208
10/1/2002,130.4795052
1/1/2003,146.7703147
4/1/2003,126.7641332
7/1/2003,149.4360349
10/1/2003,111.0500583
1/1/2004,186.7720696
4/1/2004,135.9060186
7/1/2004,112.9890536
10/1/2004,158.0570262
1/1/2005,141.6333769
4/1/2005,120.1251157
7/1/2005,160.774783
10/1/2005,149.0777328
1/1/2006,191.525738
4/1/2006,163.649515
7/1/2006,138.133273
10/1/2006,164.849392
1/1/2007,185.5543828
4/1/2007,180.6817518
7/1/2007,134.4982174
10/1/2007,155.604757
1/1/2008,181.779807
4/1/2008,147.5425818
7/1/2008,129.5127253
10/1/2008,152.0620509
1/1/2009,147.951753
4/1/2009,150.9474509
7/1/2009,157.6999575
10/1/2009,167.0237365
1/1/2010,190.0186267
4/1/2010,134.4421162
7/1/2010,108.0330401
10/1/2010,159.5471503
1/1/2011,169.8550653
4/1/2011,174.7726763
7/1/2011,109.4812806
10/1/2011,165.597184
1/1/2012,169.7142825
4/1/2012,124.6560046
7/1/2012,148.6707777
10/1/2012,153.7400777
1/1/2013,171.0331777
4/1/2013,127.9855815
7/1/2013,130.9978837
10/1/2013,118.0241892
1/1/2014,181.5294045
4/1/2014,159.832988
7/1/2014,130.2123061
10/1/2014,137.4820398
1/1/2015,214.2565621
4/1/2015,125.0024901
7/1/2015,130.510519
10/1/2015,180.5502086
1/1/2016,194.9879354
4/1/2016,177.1418065
7/1/2016,154.1169205
10/1/2016,147.1019643
1/1/1998,58.3626891
4/1/1998,39.4687353
7/1/1998,38.431629
10/1/1998,33.7915233
1/1/1999,25.9018459
4/1/1999,54.5493233
7/1/1999,28.7145367
10/1/1999,44.903216
1/1/2000,56.4463277
4/1/2000,80.9540403
7/1/2000,40.340643
10/1/2000,47.349627
1/1/2001,36.8334712
4/1/2001,65.0079823
7/1/2001,54.7317678
10/1/2001,56.2549271
1/1/2002,41.5928159
4/1/2002,36.6562369
7/1/2002,50.8411344
10/1/2002,43.8577248
1/1/2003,40.1157815
4/1/2003,64.3621483
7/1/2003,44.4441751
10/1/2003,43.3242303
1/1/2004,42.3108254
4/1/2004,56.0269055
7/1/2004,59.2224325
10/1/2004,57.6255736
1/1/2005,49.7870409
4/1/2005,49.2945724
7/1/2005,31.9925869
10/1/2005,55.8062237
1/1/2006,50.236464
4/1/2006,55.449475
7/1/2006,54.776388
10/1/2006,41.805042
1/1/2007,41.2923221
4/1/2007,49.9884623
7/1/2007,55.0872166
10/1/2007,51.7531199
1/1/2008,43.8686265
4/1/2008,37.5657883
7/1/2008,46.4611953
10/1/2008,44.106251
1/1/2009,52.0594965
4/1/2009,52.4399762
7/1/2009,56.0704944
10/1/2009,41.9836801
1/1/2010,43.76536
4/1/2010,55.7404317
7/1/2010,53.0696029
10/1/2010,55.3062409
1/1/2011,70.1165861
4/1/2011,56.6278031
7/1/2011,61.9101303
10/1/2011,57.9282548
1/1/2012,58.2204869
4/1/2012,88.1216209
7/1/2012,66.8339913
10/1/2012,42.2232428
1/1/2013,52.7758394
4/1/2013,52.4453248
7/1/2013,79.5717441
10/1/2013,101.7222527
1/1/2014,61.9746584
4/1/2014,66.2706781
7/1/2014,51.6426037
10/1/2014,68.0916207
1/1/2015,58.8773942
4/1/2015,69.6538907
7/1/2015,46.7824002
10/1/2015,40.8500667
1/1/2016,60.7569305
4/1/2016,80.4886879
7/1/2016,81.7148422
10/1/2016,83.5487847
1/1/1998,241.5561095
4/1/1998,170.1105142
7/1/1998,232.3488833
10/1/1998,180.9617928
1/1/1999,199.711846
4/1/1999,179.5662015
7/1/1999,203.9482412
10/1/1999,214.4801446
1/1/2000,251.7557851
4/1/2000,178.6629738
7/1/2000,147.5333628
10/1/2000,213.1198656
1/1/2001,239.9944022
4/1/2001,155.6012016
7/1/2001,162.7763442
10/1/2001,256.3846773
1/1/2002,198.208282
4/1/2002,250.1651577
7/1/2002,223.3220049
10/1/2002,189.6923009
1/1/2003,230.0463821
4/1/2003,173.4722393
7/1/2003,175.135268
10/1/2003,208.7591977
1/1/2004,265.7548591
4/1/2004,213.8409703
7/1/2004,183.408378
10/1/2004,231.7860383
1/1/2005,261.8095196
4/1/2005,176.1852599
7/1/2005,165.3942311
10/1/2005,182.0362393
1/1/2006,218.827553
4/1/2006,194.114447
7/1/2006,163.068442
10/1/2006,220.230351
1/1/2007,246.2381097
4/1/2007,220.738877
7/1/2007,188.9236406
10/1/2007,223.1513123
1/1/2008,243.6220677
4/1/2008,186.8657264
7/1/2008,179.00034
10/1/2008,218.8652874
1/1/2009,193.9363459
4/1/2009,166.5628643
7/1/2009,206.980141
10/1/2009,199.9165145
1/1/2010,177.3642501
4/1/2010,190.3976189
7/1/2010,136.6111544
10/1/2010,174.7713795
1/1/2011,213.8757276
4/1/2011,185.397534
7/1/2011,145.3488
10/1/2011,206.5681484
1/1/2012,177.4265611
4/1/2012,165.9582747
7/1/2012,174.4469643
10/1/2012,236.4678649
1/1/2013,177.7299619
4/1/2013,213.4183644
7/1/2013,197.1145928
10/1/2013,180.1940008
1/1/2014,231.4417583
4/1/2014,271.6676219
7/1/2014,150.1489141
10/1/2014,266.3051506
1/1/2015,215.3990872
4/1/2015,223.3509723
7/1/2015,190.545635
10/1/2015,260.6050131
1/1/2016,259.8811767
4/1/2016,219.1658594
7/1/2016,203.7540928
10/1/2016,251.2916838
1/1/1998,0
4/1/1998,0
7/1/1998,7.4175726
10/1/1998,0
1/1/1999,0.669801
4/1/1999,0.9485634
7/1/1999,0
10/1/1999,0
1/1/2000,0
4/1/2000,0.6234467
7/1/2000,4.9205512
10/1/2000,7.2571081
1/1/2001,0
4/1/2001,5.4055598
7/1/2001,1.8786155
10/1/2001,0.9916063
1/1/2002,0
4/1/2002,2.2811975
7/1/2002,0
10/1/2002,0
1/1/2003,0
4/1/2003,2.265113
7/1/2003,2.4946163
10/1/2003,0
1/1/2004,4.1064634
4/1/2004,6.1167046
7/1/2004,28.6015152
10/1/2004,5.1464077
1/1/2005,5.9550873
4/1/2005,6.9998942
7/1/2005,0.7188813
10/1/2005,0
1/1/2006,1.322368
4/1/2006,1.348101
7/1/2006,0.788043
10/1/2006,2.58543
1/1/2007,3.4910835
4/1/2007,1.9444892
7/1/2007,0.9550753
10/1/2007,7.4194128
1/1/2008,4.5110447
4/1/2008,5.1827222
7/1/2008,0.7745446
10/1/2008,0
1/1/2009,0.4740745
4/1/2009,1.7390433
7/1/2009,0
10/1/2009,7.0883161
1/1/2010,1.2614911
4/1/2010,1.5545561
7/1/2010,4.411182
10/1/2010,0.7453911
1/1/2011,0.8340089
4/1/2011,1.486946
7/1/2011,8.9171885
10/1/2011,1.3575087
1/1/2012,0
4/1/2012,3.0112114
7/1/2012,0
10/1/2012,4.7733067
1/1/2013,1.7713181
4/1/2013,2.6677437
7/1/2013,0
10/1/2013,0
1/1/2014,0
4/1/2014,1.3273655
7/1/2014,0
10/1/2014,0
1/1/2015,0.7312116
4/1/2015,1.8651584
7/1/2015,18.0812472
10/1/2015,0
1/1/2016,13.9097966
4/1/2016,0
7/1/2016,3.8583368
10/1/2016,0.1173455
1/1/1998,6.8104523
4/1/1998,13.6720871
7/1/1998,12.9211976
10/1/1998,18.1373877
1/1/1999,10.9051648
4/1/1999,16.7807442
7/1/1999,6.9177303
10/1/1999,9.7011935
1/1/2000,15.0217047
4/1/2000,15.0266245
7/1/2000,35.7513371
10/1/2000,6.9048294
1/1/2001,0
4/1/2001,8.5686541
7/1/2001,6.8432419
10/1/2001,2.0958331
1/1/2002,10.0677382
4/1/2002,13.9655569
7/1/2002,8.210802
10/1/2002,11.2447404
1/1/2003,7.6936875
4/1/2003,1.2393061
7/1/2003,8.1428229
10/1/2003,2.7774158
1/1/2004,20.6068023
4/1/2004,4.0609206
7/1/2004,16.159782
10/1/2004,8.492838
1/1/2005,9.0009987
4/1/2005,7.2371547
7/1/2005,6.4905447
10/1/2005,3.5300866
1/1/2006,9.258452
4/1/2006,6.678015
7/1/2006,5.770516
10/1/2006,5.642634
1/1/2007,7.783172
4/1/2007,5.2993434
7/1/2007,4.8560908
10/1/2007,12.3934947
1/1/2008,4.7703495
4/1/2008,8.3249579
7/1/2008,8.5390942
10/1/2008,7.9047397
1/1/2009,6.7295009
4/1/2009,3.7608167
7/1/2009,6.5875964
10/1/2009,11.9245373
1/1/2010,2.5127822
4/1/2010,5.2512939
7/1/2010,6.7521319
10/1/2010,13.1153901
1/1/2011,6.3379975
4/1/2011,8.0623412
7/1/2011,5.6189895
10/1/2011,16.751851
1/1/2012,4.6416648
4/1/2012,22.0608883
7/1/2012,4.7464807
10/1/2012,4.9041933
1/1/2013,2.9074736
4/1/2013,24.2493715
7/1/2013,13.6249076
10/1/2013,15.584661
1/1/2014,13.1612756
4/1/2014,19.9885048
7/1/2014,4.2122145
10/1/2014,4.1815956
1/1/2015,12.0771581
4/1/2015,26.4468084
7/1/2015,18.9311208
10/1/2015,20.767052
1/1/2016,21.6138858
4/1/2016,11.2939838
7/1/2016,15.490573
10/1/2016,14.3433173
1/1/1998,0
4/1/1998,4.6416225
7/1/1998,2.5551154
10/1/1998,0.7742269
1/1/1999,0
4/1/1999,0
7/1/1999,0
10/1/1999,2.2665789
1/1/2000,0
4/1/2000,1.7767214
7/1/2000,0
10/1/2000,0
1/1/2001,0.3505485
4/1/2001,1.9370989
7/1/2001,0
10/1/2001,0
1/1/2002,0
4/1/2002,3.7257407
7/1/2002,0
10/1/2002,0
1/1/2003,0.6332154
4/1/2003,3.6678782
7/1/2003,3.0060054
10/1/2003,0
1/1/2004,1.063292
4/1/2004,2.0589476
7/1/2004,0.8917248
10/1/2004,0.6858324
1/1/2005,0
4/1/2005,1.8917965
7/1/2005,0.6089545
10/1/2005,0
1/1/2006,0.85997
4/1/2006,1.25749
7/1/2006,2.195824
10/1/2006,2.448203
1/1/2007,0.8895071
4/1/2007,1.1913984
7/1/2007,1.1651694
10/1/2007,0.6422861
1/1/2008,0
4/1/2008,0.7693277
7/1/2008,1.2218403
10/1/2008,2.4349158
1/1/2009,1.1392864
4/1/2009,0
7/1/2009,1.0324881
10/1/2009,0
1/1/2010,2.6697268
4/1/2010,0
7/1/2010,0.5132324
10/1/2010,0.6433945
1/1/2011,0.5816382
4/1/2011,0
7/1/2011,2.3308912
10/1/2011,0.3166023
1/1/2012,0.7022849
4/1/2012,1.762161
7/1/2012,0
10/1/2012,1.2862624
1/1/2013,2.884592
4/1/2013,0.6894667
7/1/2013,0.939753
10/1/2013,6.6505357
1/1/2014,4.9562415
4/1/2014,1.3880559
7/1/2014,1.3276584
10/1/2014,1.4141489
1/1/2015,2.1377702
4/1/2015,1.7699414
7/1/2015,2.9132519
10/1/2015,8.3484868
1/1/2016,4.2667241
4/1/2016,0.2626329
7/1/2016,2.6701848
10/1/2016,0.3677726
1/1/1998,2.988178
4/1/1998,7.753242
7/1/1998,3.5971861
10/1/1998,8.3452444
1/1/1999,2.1980095
4/1/1999,9.2934157
7/1/1999,5.1374584
10/1/1999,3.6958415
1/1/2000,2.1794682
4/1/2000,0.9406399
7/1/2000,0.7776381
10/1/2000,6.515741
1/1/2001,8.2289248
4/1/2001,10.2168734
7/1/2001,8.5900458
10/1/2001,12.6106848
1/1/2002,8.4995226
4/1/2002,9.4753364
7/1/2002,10.7763782
10/1/2002,81.1021091
1/1/2003,7.3269939
4/1/2003,9.5113885
7/1/2003,19.3420354
10/1/2003,22.7892947
1/1/2004,12.4842808
4/1/2004,15.1306263
7/1/2004,14.0430339
10/1/2004,7.8156616
1/1/2005,9.6562298
4/1/2005,5.799967
7/1/2005,9.4732326
10/1/2005,19.4286558
1/1/2006,6.501905
4/1/2006,9.52855
7/1/2006,10.031516
10/1/2006,14.003056
1/1/2007,16.7443756
4/1/2007,15.6717698
7/1/2007,13.4871983
10/1/2007,10.3024785
1/1/2008,10.2529087
4/1/2008,14.1100937
7/1/2008,22.719851
10/1/2008,15.8255302
1/1/2009,21.5836847
4/1/2009,14.1342226
7/1/2009,11.4373058
10/1/2009,10.1824152
1/1/2010,9.0391551
4/1/2010,12.1397887
7/1/2010,15.8184019
10/1/2010,16.3956495
1/1/2011,18.1988943
4/1/2011,9.7830234
7/1/2011,7.0316674
10/1/2011,16.3445219
1/1/2012,9.5684211
4/1/2012,14.8100992
7/1/2012,12.2734493
10/1/2012,22.8520712
1/1/2013,36.718419
4/1/2013,19.3726192
7/1/2013,9.0138821
10/1/2013,14.2152933
1/1/2014,8.7845654
4/1/2014,17.4751866
7/1/2014,13.9155678
10/1/2014,19.430325
1/1/2015,17.6194398
4/1/2015,28.1777465
7/1/2015,14.967952
10/1/2015,14.1028944
1/1/2016,29.4413444
4/1/2016,2.3717196
7/1/2016,17.4467381
10/1/2016,37.5658287
1/1/1998,7.5351074
4/1/1998,3.3563886
7/1/1998,21.7776673
10/1/1998,3.9771463
1/1/1999,18.4124016
4/1/1999,16.4054032
7/1/1999,8.6520996
10/1/1999,15.8996215
1/1/2000,4.8812172
4/1/2000,11.2270142
7/1/2000,7.2638197
10/1/2000,24.4381962
1/1/2001,9.9557335
4/1/2001,16.2718147
7/1/2001,15.7431957
10/1/2001,15.2398063
1/1/2002,11.2919954
4/1/2002,16.3421441
7/1/2002,20.7397677
10/1/2002,23.9216337
1/1/2003,1.0084255
4/1/2003,19.3528331
7/1/2003,9.7576477
10/1/2003,18.4045143
1/1/2004,9.5790425
4/1/2004,8.8005499
7/1/2004,10.7824435
10/1/2004,11.2808164
1/1/2005,9.2443086
4/1/2005,7.9536995
7/1/2005,8.2999071
10/1/2005,22.2565388
1/1/2006,12.048289
4/1/2006,8.422068
7/1/2006,9.249005
10/1/2006,9.705743
1/1/2007,12.1917278
4/1/2007,14.5493314
7/1/2007,9.4196439
10/1/2007,8.3474067
1/1/2008,6.3728304
4/1/2008,16.9589265
7/1/2008,27.9164528
10/1/2008,23.3770221
1/1/2009,6.7743981
4/1/2009,12.6631448
7/1/2009,9.9692171
10/1/2009,13.2449965
1/1/2010,10.8073342
4/1/2010,15.9322501
7/1/2010,14.7310448
10/1/2010,6.3481966
1/1/2011,17.3832216
4/1/2011,15.2159206
7/1/2011,13.9969962
10/1/2011,7.3543894
1/1/2012,7.2027841
4/1/2012,13.4033264
7/1/2012,11.3923122
10/1/2012,8.7745874
1/1/2013,9.4511988
4/1/2013,12.2984684
7/1/2013,17.2668104
10/1/2013,14.1493819
1/1/2014,20.2738755
4/1/2014,6.6515198
7/1/2014,19.3517583
10/1/2014,17.8900138
1/1/2015,7.7535195
4/1/2015,15.3749549
7/1/2015,19.0093016
10/1/2015,18.7504621
1/1/2016,8.2042532
4/1/2016,24.3648813
7/1/2016,33.0572291
10/1/2016,21.9552263
1/1/1998,8.1470853
4/1/1998,34.6595574
7/1/1998,76.541382
10/1/1998,27.2206619
1/1/1999,12.495749
4/1/1999,47.3809533
7/1/1999,60.8314161
10/1/1999,37.8111007
1/1/2000,24.2911274
4/1/2000,24.6175017
7/1/2000,62.6099921
10/1/2000,36.1202738
1/1/2001,14.6648175
4/1/2001,22.8703785
7/1/2001,63.554219
10/1/2001,22.842122
1/1/2002,7.5927502
4/1/2002,34.0995705
7/1/2002,52.7535129
10/1/2002,34.9011134
1/1/2003,11.8431689
4/1/2003,36.6797179
7/1/2003,45.4880099
10/1/2003,21.7685144
1/1/2004,11.4357679
4/1/2004,26.3460521
7/1/2004,74.3812909
10/1/2004,17.7991968
1/1/2005,13.8690871
4/1/2005,40.3196952
7/1/2005,64.0980872
10/1/2005,31.5503204
1/1/2006,16.185135
4/1/2006,37.438826
7/1/2006,49.688457
10/1/2006,41.29565
1/1/2007,13.1360961
4/1/2007,38.7518353
7/1/2007,48.0003058
10/1/2007,29.0465011
1/1/2008,18.1932404
4/1/2008,35.8968274
7/1/2008,36.3539935
10/1/2008,23.7568368
1/1/2009,3.5644857
4/1/2009,44.6970488
7/1/2009,53.5060037
10/1/2009,31.4972439
1/1/2010,10.2337889
4/1/2010,35.6452535
7/1/2010,46.4773527
10/1/2010,45.7219012
1/1/2011,11.8440169
4/1/2011,18.6889712
7/1/2011,37.9127397
10/1/2011,14.2088997
1/1/2012,15.1664972
4/1/2012,21.6415173
7/1/2012,47.6393635
10/1/2012,7.2778621
1/1/2013,6.2145607
4/1/2013,26.7268165
7/1/2013,37.0457969
10/1/2013,17.0726927
1/1/2014,1.5506345
4/1/2014,37.5148319
7/1/2014,32.6486296
10/1/2014,20.4588039
1/1/2015,12.8425448
4/1/2015,35.9779739
7/1/2015,63.2665673
10/1/2015,17.8053198
1/1/2016,4.5393272
4/1/2016,45.0464619
7/1/2016,65.0457792
10/1/2016,15.2334995
1/1/1998,3.1001214
4/1/1998,0
7/1/1998,5.8125524
10/1/1998,1.5595806
1/1/1999,7.81557
4/1/1999,2.1779956
7/1/1999,2.2765407
10/1/1999,8.4022799
1/1/2000,0.7544927
4/1/2000,2.7172053
7/1/2000,10.8002815
10/1/2000,2.7438145
1/1/2001,2.496103
4/1/2001,3.1355687
7/1/2001,3.6614945
10/1/2001,9.9731912
1/1/2002,0.3173148
4/1/2002,3.1675886
7/1/2002,2.32845
10/1/2002,0
1/1/2003,0
4/1/2003,7.191048
7/1/2003,3.7008503
10/1/2003,3.5858934
1/1/2004,2.0006455
4/1/2004,5.3287605
7/1/2004,0.3998197
10/1/2004,0
1/1/2005,0
4/1/2005,0.3044428
7/1/2005,8.6530307
10/1/2005,3.321029
1/1/2006,4.561248
4/1/2006,1.397528
7/1/2006,0.281359
10/1/2006,0
1/1/2007,0
4/1/2007,4.5338011
7/1/2007,5.4797162
10/1/2007,0.4797953
1/1/2008,0
4/1/2008,0.3224218
7/1/2008,7.1272991
10/1/2008,0
1/1/2009,0
4/1/2009,3.5642431
7/1/2009,1.4844906
10/1/2009,0.5894832
1/1/2010,0
4/1/2010,3.4753188
7/1/2010,8.1212909
10/1/2010,6.1305308
1/1/2011,0.7577951
4/1/2011,3.5387721
7/1/2011,13.7877046
10/1/2011,0.5501525
1/1/2012,0.2344812
4/1/2012,3.1151604
7/1/2012,3.9947598
10/1/2012,0
1/1/2013,0
4/1/2013,0
7/1/2013,0
10/1/2013,0.509916
1/1/2014,0.4405066
4/1/2014,0.4620013
7/1/2014,0
10/1/2014,1.7808642
1/1/2015,0.2341243
4/1/2015,6.1312274
7/1/2015,7.7582843
10/1/2015,0
1/1/2016,6.9719914
4/1/2016,4.2252715
7/1/2016,14.4749925
10/1/2016,2.3654496
1/1/1998,1.4253243
4/1/1998,18.340277
7/1/1998,6.7868396
10/1/1998,8.1108812
1/1/1999,9.6443178
4/1/1999,2.0605415
7/1/1999,4.9295997
10/1/1999,3.6967608
1/1/2000,2.4553892
4/1/2000,1.2058809
7/1/2000,11.7117044
10/1/2000,10.2238229
1/1/2001,10.09197
4/1/2001,6.3658863
7/1/2001,14.2200429
10/1/2001,3.5444451
1/1/2002,6.2304038
4/1/2002,2.6371845
7/1/2002,21.5946744
10/1/2002,0.9938204
1/1/2003,2.741711
4/1/2003,8.4575222
7/1/2003,7.0184713
10/1/2003,4.2926375
1/1/2004,4.7709243
4/1/2004,11.8766974
7/1/2004,19.0143241
10/1/2004,3.9233151
1/1/2005,6.6578898
4/1/2005,7.2213819
7/1/2005,10.25192
10/1/2005,4.6273735
1/1/2006,10.144498
4/1/2006,5.066182
7/1/2006,6.895533
10/1/2006,9.060567
1/1/2007,10.9580376
4/1/2007,7.680946
7/1/2007,8.2527543
10/1/2007,6.4963281
1/1/2008,0.6331827
4/1/2008,7.4139686
7/1/2008,10.0906814
10/1/2008,6.2248973
1/1/2009,7.8765875
4/1/2009,4.372453
7/1/2009,5.8316838
10/1/2009,6.0725324
1/1/2010,3.6300173
4/1/2010,6.1550478
7/1/2010,6.555904
10/1/2010,2.7466226
1/1/2011,4.9137628
4/1/2011,7.1897407
7/1/2011,9.5509461
10/1/2011,5.9238365
1/1/2012,16.0950679
4/1/2012,5.0557333
7/1/2012,2.6509184
10/1/2012,9.6158527
1/1/2013,3.2992683
4/1/2013,1.7232981
7/1/2013,6.7401252
10/1/2013,4.3295168
1/1/2014,3.3755041
4/1/2014,13.1110599
7/1/2014,3.0579014
10/1/2014,4.3453551
1/1/2015,2.2665887
4/1/2015,7.827402
7/1/2015,6.2245535
10/1/2015,9.2637134
1/1/2016,7.9900859
4/1/2016,2.9115446
7/1/2016,8.3898297
10/1/2016,0.7402115
1/1/1998,26.2238425
4/1/1998,27.2130618
7/1/1998,33.6971921
10/1/1998,30.9660022
1/1/1999,27.9537638
4/1/1999,32.8253017
7/1/1999,24.9055627
10/1/1999,36.5851884
1/1/2000,14.1015109
4/1/2000,20.9073099
7/1/2000,30.1981194
10/1/2000,27.5226141
1/1/2001,21.0394091
4/1/2001,82.0998707
7/1/2001,34.420655
10/1/2001,39.9841593
1/1/2002,6.2354479
4/1/2002,60.346333
7/1/2002,20.9119056
10/1/2002,36.5311323
1/1/2003,48.66477
4/1/2003,40.8890254
7/1/2003,42.8339241
10/1/2003,54.5207064
1/1/2004,11.7560733
4/1/2004,31.3556543
7/1/2004,31.5553077
10/1/2004,22.2320945
1/1/2005,15.8317447
4/1/2005,19.2862332
7/1/2005,28.6365371
10/1/2005,26.466888
1/1/2006,19.080414
4/1/2006,25.885157
7/1/2006,35.570165
10/1/2006,16.885334
1/1/2007,34.5039748
4/1/2007,21.6070762
7/1/2007,38.6497565
10/1/2007,26.0811098
1/1/2008,12.0230631
4/1/2008,25.4957219
7/1/2008,25.805089
10/1/2008,18.709097
1/1/2009,23.7109016
4/1/2009,23.0979487
7/1/2009,21.3041511
10/1/2009,23.0277734
1/1/2010,7.9851542
4/1/2010,11.7799663
7/1/2010,22.3494556
10/1/2010,25.589496
1/1/2011,9.8057633
4/1/2011,29.5954205
7/1/2011,40.5564161
10/1/2011,11.2010361
1/1/2012,37.6316287
4/1/2012,34.3739624
7/1/2012,18.5688714
10/1/2012,17.5321142
1/1/2013,15.5397887
4/1/2013,44.3945774
7/1/2013,37.0182572
10/1/2013,10.4483081
1/1/2014,49.9180068
4/1/2014,15.1078227
7/1/2014,40.9612543
10/1/2014,46.9497991
1/1/2015,32.0532168
4/1/2015,43.2574487
7/1/2015,42.0235636
10/1/2015,32.0451924
1/1/2016,85.4094232
4/1/2016,49.4017363
7/1/2016,48.5807822
10/1/2016,67.2837557
1/1/1998,82.1520524
4/1/1998,104.5202455
7/1/1998,118.3577667
10/1/1998,111.3720211
1/1/1999,130.2049776
4/1/1999,154.9950931
7/1/1999,129.9998449
10/1/1999,98.4646858
1/1/2000,125.9881142
4/1/2000,106.6803669
7/1/2000,100.2884861
10/1/2000,93.7305637
1/1/2001,64.5910011
4/1/2001,98.0472435
7/1/2001,126.4367095
10/1/2001,135.3735102
1/1/2002,95.8662174
4/1/2002,138.0425564
7/1/2002,120.3311649
10/1/2002,87.199399
1/1/2003,112.2466409
4/1/2003,112.037619
7/1/2003,124.3859931
10/1/2003,99.0738027
1/1/2004,106.5920785
4/1/2004,97.8742389
7/1/2004,116.3443215
10/1/2004,99.8700361
1/1/2005,93.7136174
4/1/2005,103.268029
7/1/2005,127.032962
10/1/2005,72.0564811
1/1/2006,85.288766
4/1/2006,100.925171
7/1/2006,109.342348
10/1/2006,120.992455
1/1/2007,98.3954181
4/1/2007,126.6096172
7/1/2007,99.6912591
10/1/2007,97.4962683
1/1/2008,99.3991317
4/1/2008,89.7770267
7/1/2008,108.9694303
10/1/2008,100.5299425
1/1/2009,79.53445
4/1/2009,77.4158346
7/1/2009,84.3371289
10/1/2009,76.0183581
1/1/2010,59.527645
4/1/2010,79.7692979
7/1/2010,121.3067109
10/1/2010,96.2034075
1/1/2011,77.9514881
4/1/2011,121.5063689
7/1/2011,103.177649
10/1/2011,70.6916911
1/1/2012,103.2618917
4/1/2012,114.8715178
7/1/2012,118.3759888
10/1/2012,83.2726972
1/1/2013,113.0220551
4/1/2013,87.1601187
7/1/2013,121.2985943
10/1/2013,79.4778224
1/1/2014,100.9691538
4/1/2014,124.6747866
7/1/2014,141.7442486
10/1/2014,94.6134136
1/1/2015,88.9827302
4/1/2015,146.0980867
7/1/2015,99.0521594
10/1/2015,140.7683613
1/1/2016,135.4887735
4/1/2016,194.4808368
7/1/2016,131.0722861
10/1/2016,126.9983068
1/1/1998,0.8298436
4/1/1998,3.4390481
7/1/1998,2.5900455
10/1/1998,2.8312698
1/1/1999,0.7712923
4/1/1999,17.4655015
7/1/1999,9.3112778
10/1/1999,7.0296084
1/1/2000,3.6630649
4/1/2000,5.8100583
7/1/2000,3.8663136
10/1/2000,9.7270309
1/1/2001,0
4/1/2001,5.6328237
7/1/2001,5.9247702
10/1/2001,3.560245
1/1/2002,1.9465843
4/1/2002,1.3403624
7/1/2002,12.9151522
10/1/2002,9.0861846
1/1/2003,0
4/1/2003,2.1542982
7/1/2003,7.2440057
10/1/2003,2.1366576
1/1/2004,0.8621115
4/1/2004,4.5376483
7/1/2004,6.4076199
10/1/2004,7.0049447
1/1/2005,2.2508568
4/1/2005,11.2874294
7/1/2005,7.9103867
10/1/2005,9.8831383
1/1/2006,7.312218
4/1/2006,7.812522
7/1/2006,1.852998
10/1/2006,4.621044
1/1/2007,2.476624
4/1/2007,9.900833
7/1/2007,2.8456632
10/1/2007,6.4054747
1/1/2008,3.0580945
4/1/2008,5.5357466
7/1/2008,7.4429955
